og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
hmp~~~hmpA	1	strain-specific	strain-specific	PBBIODIN_03349	hmp~~~hmpA	PBBIODIN_03349	Flavohemoprotein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.06515475732198	22.2589158041473	-32.5419539946846	2.60429320095364e-06	3.41683267965117e-05	5.58919973623956	1	K. pneumoniae	K. pneumoniae MS274R
pgK	1	strain-specific	strain-specific	PBBIODIN_01450	pgK	PBBIODIN_01450	Phosphoglycerate kinase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.02983149920687	29.5813839471629	32.4356753213121	2.64105598930872e-06	3.44537758605274e-05	5.57268209524122	1	K. pneumoniae	K. pneumoniae MS274R
gapA	1	strain-specific	strain-specific	PBBIODIN_05127	gapA	PBBIODIN_05127	Glyceraldehyde-3-phosphate dehydrogenase A	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.06068911573002	31.2446476539982	32.2730994388617	2.69853793533635e-06	3.48519308436265e-05	5.54730163424223	1	K. pneumoniae	K. pneumoniae MS274R
fbA	2	conserved	conserved within species	PBBIODIN_02157	fbA	PBBIODIN_02157	Fructose-bisphosphate aldolase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.0983821728354	20.9472593465437	32.2636241479505	2.70193540512436e-06	3.48519308436265e-05	5.54581815791831	1	K. pneumoniae	K. pneumoniae MS274R
fbA	2	conserved	conserved within species	PBBIODIN_02157	fbA	PBBIODIN_02157	Fructose-bisphosphate aldolase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.67235143959442	21.2342439799232	50.6102282163192	1.6123337568889e-09	4.7578609731656e-08	12.8501595230193	1	K. pneumoniae	K. pneumoniae MS311R
group_22189	1	strain-specific	strain-specific	PBBIODIN_05329	group_22189	PBBIODIN_05329	Bleomycin resistance protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.23164900543573	23.6981286820195	-31.8721424873393	2.8470291632399e-06	3.57922178948098e-05	5.4841133993244	1	K. pneumoniae	K. pneumoniae MS274R
uspF	2	conserved	conserved within species	PBBIODIN_02917	uspF	PBBIODIN_02917	Universal stress protein F	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.05538824135326	24.2039458902546	31.2073758626263	3.11608523343118e-06	3.82595277858716e-05	5.37744487224156	1	K. pneumoniae	K. pneumoniae MS274R
uspF	2	conserved	conserved within species	PBBIODIN_02917	uspF	PBBIODIN_02917	Universal stress protein F	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.46199166792604	24.407247603541	36.6334967558929	1.24741389552241e-08	1.5911457245108e-07	10.5859046369894	1	K. pneumoniae	K. pneumoniae MS311R
group_17743	3	conserved	conserved within species	PBBIODIN_03819	group_17743	PBBIODIN_03819	Imidazolonepropionase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.00230995738742	22.2064191735985	-30.9854159218047	3.21283614986444e-06	3.89332895702857e-05	5.34128584340843	1	K. pneumoniae	K. pneumoniae MS274R
group_17743	3	conserved	conserved within species	PRZ_00590	group_17743	PRZ_00590	Imidazolonepropionase	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	-1.16255141023544	20.5586948477267	-13.1834180153891	0.000108305533313	0.000565086574114	1.21184844119191	1	K. pneumoniae	K. pneumoniae MS530R
group_17743	3	conserved	conserved within species	PRZ_00590	group_17743	PRZ_00590	Imidazolonepropionase	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	-1.18857881828456	20.5456811437022	-25.7503545623527	1.02389093425717e-12	1.0476152844616e-11	19.1720932648449	1	K. pneumoniae	K. pneumoniae MS493R
scry_1	4	conserved	conserved within species	PBBIODIN_04683	scry_1	PBBIODIN_04683	Sucrose porin	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.00713349722039	22.1150144131995	-30.253428730147	3.55926416839026e-06	4.06570673165375e-05	5.22004668346696	1	K. pneumoniae	K. pneumoniae MS274R
scry_1	4	conserved	conserved within species	PBBIODIN_04683	scry_1	PBBIODIN_04683	Sucrose porin	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.25713616107474	21.9900130812723	-37.5237863870096	1.071666064685e-08	1.46248978019362e-07	10.7559326029107	1	K. pneumoniae	K. pneumoniae MS311R
scry_1	4	conserved	conserved within species	PRZ_00304	scry_1	PRZ_00304	Sucrose porin	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	1.11088681533853	19.0807533464823	18.116709839333	2.74846559787079e-05	0.000218245422031	2.86739603993442	1	K. pneumoniae	K. pneumoniae MS530R
scry_1	4	conserved	conserved within species	PRZ_00304	scry_1	PRZ_00304	Sucrose porin	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.08291878952579	19.0667693335759	25.3641038644388	1.24655726262968e-12	1.25894993717045e-11	18.9631406729369	1	K. pneumoniae	K. pneumoniae MS493R
recN	1	strain-specific	strain-specific	PBBIODIN_02553	recN	PBBIODIN_02553	DNA repair protein RecN	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.15343742582129	20.2616155201313	-29.96496377295	3.70834188661915e-06	4.13318105421241e-05	5.17140613092059	1	K. pneumoniae	K. pneumoniae MS274R
cadC	1	strain-specific	strain-specific	PBBIODIN_05174	cadC	PBBIODIN_05174	Transcriptional activator CadC	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.01071445918224	22.8808559293058	29.1065814040807	4.19980944280417e-06	4.43722689353394e-05	5.0236667343636	1	K. pneumoniae	K. pneumoniae MS274R
treA	1	strain-specific	strain-specific	PBBIODIN_00599	treA	PBBIODIN_00599	Periplasmic trehalase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.00690501949737	19.3942110959854	-29.0266561540102	4.24954506202723e-06	4.45523080475549e-05	5.00967582895064	1	K. pneumoniae	K. pneumoniae MS274R
ylaC	1	strain-specific	strain-specific	PBBIODIN_02067	ylaC	PBBIODIN_02067	Inner membrane protein YlaC	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.34506959670088	20.6028133307719	-28.4316691904748	4.64353303064758e-06	4.80250082809318e-05	4.90422401832239	1	K. pneumoniae	K. pneumoniae MS274R
group_13015	1	strain-specific	strain-specific	PBBIODIN_01381	group_13015	PBBIODIN_01381	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.02044083847367	20.875783705552	28.3230347040838	4.72025265371014e-06	4.84440291207941e-05	4.88471862746045	1	K. pneumoniae	K. pneumoniae MS274R
tdcC	1	strain-specific	strain-specific	PBBIODIN_00588	tdcC	PBBIODIN_00588	Threonine/serine transporter TdcC	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.17904162925373	19.8462853638519	28.3109970010456	4.72884964824495e-06	4.84440291207941e-05	4.88255239028973	1	K. pneumoniae	K. pneumoniae MS274R
group_16912	1	strain-specific	strain-specific	PBBIODIN_00380	group_16912	PBBIODIN_00380	hypothetical protein	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.04791279435968	23.5148723546159	27.7238213786552	5.17264575138674e-06	5.11232251620013e-05	4.77569136700431	1	K. pneumoniae	K. pneumoniae MS274R
sdhB	1	strain-specific	strain-specific	PBBIODIN_02975	sdhB	PBBIODIN_02975	Succinate dehydrogenase iron-sulfur subunit	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.04382291539919	23.7380103246192	-27.6521592584608	5.23025857956875e-06	5.11232251620013e-05	4.76248647166391	1	K. pneumoniae	K. pneumoniae MS274R
clpB	1	strain-specific	strain-specific	PBBIODIN_02530	clpB	PBBIODIN_02530	Chaperone protein ClpB	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.05054072834551	27.0365434821751	27.2417901151527	5.57583439890166e-06	5.24676876224517e-05	4.68616949251511	1	K. pneumoniae	K. pneumoniae MS274R
menE	1	strain-specific	strain-specific	PBBIODIN_00963	menE	PBBIODIN_00963	2-succinylbenzoate--CoA ligase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.00323125445461	18.894886048379	26.7396944466882	6.03777472553564e-06	5.61244160721855e-05	4.59113524549904	1	K. pneumoniae	K. pneumoniae MS274R
bluf_1	1	strain-specific	strain-specific	PBBIODIN_02770	bluf_1	PBBIODIN_02770	Blue light- and temperature-regulated antirepressor BluF	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.10235678459378	18.8635777243935	26.2581753287867	6.52583835076568e-06	5.95778485356186e-05	4.4982232809656	1	K. pneumoniae	K. pneumoniae MS274R
group_17019	1	strain-specific	strain-specific	PBBIODIN_03126	group_17019	PBBIODIN_03126	Oxygen-dependent choline dehydrogenase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.05210590550301	23.6287882108385	-24.6437555872191	8.55990276720574e-06	6.96933927429233e-05	4.17321636280819	1	K. pneumoniae	K. pneumoniae MS274R
sdhA	1	strain-specific	strain-specific	PBBIODIN_02976	sdhA	PBBIODIN_02976	Succinate dehydrogenase flavoprotein subunit	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.0699292325946	25.8516890942099	-22.87683938058	1.17628323855305e-05	8.41353992435455e-05	3.79120041947573	1	K. pneumoniae	K. pneumoniae MS274R
eutb_2	2	conserved	conserved within species	PBBIODIN_03440	eutb_2	PBBIODIN_03440	Ethanolamine ammonia-lyase heavy chain	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.08253600927317	20.4193086789604	22.2844801420495	1.31569848575835e-05	9.04161846727985e-05	3.65629377304569	1	K. pneumoniae	K. pneumoniae MS274R
eutb_2	2	conserved	conserved within species	PBBIODIN_03440	eutb_2	PBBIODIN_03440	Ethanolamine ammonia-lyase heavy chain	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.37857359304471	20.5673274708462	37.1228123852153	1.14701387493555e-08	1.51113912918756e-07	10.6798869731641	1	K. pneumoniae	K. pneumoniae MS311R
group_15128	1	strain-specific	strain-specific	PBBIODIN_04669	group_15128	PBBIODIN_04669	Fatty acid oxidation complex subunit alpha	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.0210791883152	19.7976019231717	20.8317798481838	1.75413736837645e-05	0.000111874983272	3.30927401964879	1	K. pneumoniae	K. pneumoniae MS274R
cbiK	1	strain-specific	strain-specific	PBBIODIN_01612	cbiK	PBBIODIN_01612	Sirohydrochlorin cobaltochelatase	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.05850046762198	21.6362435922974	19.4565225467782	2.34677635371175e-05	0.000134704962703	2.9572891665864	1	K. pneumoniae	K. pneumoniae MS274R
puuC	1	strain-specific	strain-specific	PBBIODIN_04454	puuC	PBBIODIN_04454	NADP/NAD-dependent aldehyde dehydrogenase PuuC	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	1.05220724720326	19.3813270317847	18.9691335783287	2.61448411381187e-05	0.000143214564302	2.82647627634546	1	K. pneumoniae	K. pneumoniae MS274R
osmE	1	strain-specific	strain-specific	PBBIODIN_04109	osmE	PBBIODIN_04109	Osmotically-inducible putative lipoprotein OsmE	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.02067231953124	24.1635327923677	-17.603533707233	3.5925984481237e-05	0.000169826335954	2.44113171172457	1	K. pneumoniae	K. pneumoniae MS274R
atpF	2	conserved	conserved within species	PBBIODIN_02510	atpF	PBBIODIN_02510	ATP synthase subunit b	nodrug	nodrug	MS274R	MS55S	Kpneumoniae_MS55	-1.02112709069694	25.6109318636487	-14.9763791619849	7.13062095858481e-05	0.00025945967862	1.60795019886921	1	K. pneumoniae	K. pneumoniae MS274R
atpF	2	conserved	conserved within species	PBBIODIN_02510	atpF	PBBIODIN_02510	ATP synthase subunit b	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.05793746332048	25.5925266773369	-33.0730713372205	2.38054774469428e-08	2.49033650235034e-07	9.85965128596316	1	K. pneumoniae	K. pneumoniae MS311R
ynhG	1	strain-specific	strain-specific	PBBIODIN_00427	ynhG	PBBIODIN_00427	putative L,D-transpeptidase YnhG	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.46846006015873	22.5085544347943	46.7979654615282	2.64799197818959e-09	6.26782431126112e-08	12.3071389406905	1	K. pneumoniae	K. pneumoniae MS311R
sstT	1	strain-specific	strain-specific	PBBIODIN_01231	sstT	PBBIODIN_01231	Serine/threonine transporter SstT	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.33179951332796	19.9754655545402	-45.0811593714951	3.35518317616699e-09	6.92799912674046e-08	12.0465225555575	1	K. pneumoniae	K. pneumoniae MS311R
group_14441	1	strain-specific	strain-specific	PBBIODIN_03717	group_14441	PBBIODIN_03717	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.30652267739265	25.4348626972256	-43.4942229656536	4.20981453963891e-09	8.05477848584245e-08	11.7958399483057	1	K. pneumoniae	K. pneumoniae MS311R
group_13690	1	strain-specific	strain-specific	PBBIODIN_01653	group_13690	PBBIODIN_01653	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.20114458352465	21.0891833174506	41.3139874320806	5.82969877825877e-09	1.0218520037323e-07	11.4348476161892	1	K. pneumoniae	K. pneumoniae MS311R
group_17098	1	strain-specific	strain-specific	PBBIODIN_02491	group_17098	PBBIODIN_02491	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.18369573432746	20.1059893928873	40.7817856868034	6.32825202040224e-09	1.07991324603748e-07	11.3436197660914	1	K. pneumoniae	K. pneumoniae MS311R
nhaR	1	strain-specific	strain-specific	PBBIODIN_01753	nhaR	PBBIODIN_01753	Transcriptional activator protein NhaR	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.19692108328982	22.6665270671196	40.5515600164776	6.559091160345e-09	1.09736767748012e-07	11.3037600635502	1	K. pneumoniae	K. pneumoniae MS311R
fhuA	1	strain-specific	strain-specific	PBBIODIN_01904	fhuA	PBBIODIN_01904	Ferrichrome outer membrane transporter/phage receptor	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.15408070315931	25.5605995577398	-39.3896914382906	7.88374125581186e-09	1.25701874467667e-07	11.0988464378631	1	K. pneumoniae	K. pneumoniae MS311R
degP	1	strain-specific	strain-specific	PBBIODIN_01915	degP	PBBIODIN_01915	Periplasmic serine endoprotease DegP	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.18848953784602	26.5311590639863	39.1742975929667	8.16205193139154e-09	1.2772333358574e-07	11.0601516202332	1	K. pneumoniae	K. pneumoniae MS311R
glnh_1	1	strain-specific	strain-specific	PBBIODIN_02208	glnh_1	PBBIODIN_02208	ABC transporter glutamine-binding protein GlnH	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.16067526840818	20.9971738453539	38.7123272980688	8.79820076665648e-09	1.32030516080021e-07	10.9763921230891	1	K. pneumoniae	K. pneumoniae MS311R
ftna~~~ftna_1	1	strain-specific	strain-specific	PBBIODIN_00704	ftna~~~ftna_1	PBBIODIN_00704	Bacterial non-heme ferritin	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.10058157506755	22.9726444554063	37.4912935001574	1.07755408498936e-08	1.46248978019362e-07	10.7498022764045	1	K. pneumoniae	K. pneumoniae MS311R
group_22187	1	strain-specific	strain-specific	PBBIODIN_05275	group_22187	PBBIODIN_05275	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.13015063315595	26.177691096208	37.3642596572747	1.10093583998323e-08	1.46962133058227e-07	10.7257812396437	1	K. pneumoniae	K. pneumoniae MS311R
yhht_2	1	strain-specific	strain-specific	PBBIODIN_03409	yhht_2	PBBIODIN_03409	Putative transport protein YhhT	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.07734597259403	21.3967118079853	37.0984655348379	1.15178287285638e-08	1.51113912918756e-07	10.6752416541482	1	K. pneumoniae	K. pneumoniae MS311R
group_15073	1	strain-specific	strain-specific	PBBIODIN_01053	group_15073	PBBIODIN_01053	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.10534782190719	21.8831185669124	36.9828967924904	1.17473539017801e-08	1.52940679944969e-07	10.6531474756396	1	K. pneumoniae	K. pneumoniae MS311R
inta_1	1	strain-specific	strain-specific	PBBIODIN_00922	inta_1	PBBIODIN_00922	Prophage integrase IntA	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.14721434273933	20.2550483661935	36.9286565558497	1.18568994033991e-08	1.52940679944969e-07	10.6427528293034	1	K. pneumoniae	K. pneumoniae MS311R
group_14481	1	strain-specific	strain-specific	PBBIODIN_05040	group_14481	PBBIODIN_05040	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.10279022348132	22.40599545801	36.8543577373009	1.2008879709183e-08	1.54035686102146e-07	10.6284879848892	1	K. pneumoniae	K. pneumoniae MS311R
nema_1~~~nemA	1	strain-specific	strain-specific	PBBIODIN_00280	nema_1~~~nemA	PBBIODIN_00280	N-ethylmaleimide reductase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.07087223521468	24.9179753572032	36.4790653640126	1.28118596798515e-08	1.61661966144178e-07	10.5559683791001	1	K. pneumoniae	K. pneumoniae MS311R
group_17504	1	strain-specific	strain-specific	PBBIODIN_00014	group_17504	PBBIODIN_00014	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.03962334408058	19.9071067184236	35.5086403297983	1.51931804355612e-08	1.84569006772744e-07	10.3647490172245	1	K. pneumoniae	K. pneumoniae MS311R
group_14923	1	strain-specific	strain-specific	PBBIODIN_00864	group_14923	PBBIODIN_00864	Quinone-dependent D-lactate dehydrogenase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.02667222757275	24.9775236015703	34.934861605177	1.6841211879709e-08	1.96745521177145e-07	10.2490903448742	1	K. pneumoniae	K. pneumoniae MS311R
ydeP	1	strain-specific	strain-specific	PBBIODIN_00114	ydeP	PBBIODIN_00114	Protein YdeP	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.02176701707837	22.9125658029202	34.7028302213345	1.75657486570482e-08	2.0101511449534e-07	10.2017530099737	1	K. pneumoniae	K. pneumoniae MS311R
iolT	1	strain-specific	strain-specific	PBBIODIN_03995	iolT	PBBIODIN_03995	Major myo-inositol transporter IolT	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.2984061717081	19.8676591872243	34.7013002406081	1.75706444020801e-08	2.0101511449534e-07	10.2014397769042	1	K. pneumoniae	K. pneumoniae MS311R
eutL	1	strain-specific	strain-specific	PBBIODIN_03442	eutL	PBBIODIN_03442	Ethanolamine utilization protein EutL	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.01823073518592	18.3554728657768	34.6928921143905	1.75975775320398e-08	2.0101511449534e-07	10.1997181227679	1	K. pneumoniae	K. pneumoniae MS311R
group_15744	1	strain-specific	strain-specific	PBBIODIN_02785	group_15744	PBBIODIN_02785	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.00543946946405	22.8831307615	34.58091207859	1.79608671659141e-08	2.04149262440291e-07	10.1767473190812	1	K. pneumoniae	K. pneumoniae MS311R
group_18653	1	strain-specific	strain-specific	PBBIODIN_04041	group_18653	PBBIODIN_04041	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.05020894128353	21.3407459360538	34.4391858982501	1.84331689159895e-08	2.07463508976039e-07	10.1475628649355	1	K. pneumoniae	K. pneumoniae MS311R
budC	1	strain-specific	strain-specific	PBBIODIN_00351	budC	PBBIODIN_00351	Diacetyl reductase [(S)-acetoin forming]	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.02067738230903	21.9914639976275	34.2323550383264	1.91484568922766e-08	2.14462717193498e-07	10.1047460157094	1	K. pneumoniae	K. pneumoniae MS311R
hcpa_2	1	strain-specific	strain-specific	PBBIODIN_04586	hcpa_2	PBBIODIN_04586	Major exported protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.14412190953291	20.9306532750041	33.1028165452058	2.36706581206046e-08	2.49033650235034e-07	9.86605111846843	1	K. pneumoniae	K. pneumoniae MS311R
ureC	1	strain-specific	strain-specific	PBBIODIN_01282	ureC	PBBIODIN_01282	Urease subunit alpha	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.11410174555111	20.4953940870958	31.8649439046357	3.01133959824427e-08	2.965634520822e-07	9.59453785488958	1	K. pneumoniae	K. pneumoniae MS311R
sohB	1	strain-specific	strain-specific	PBBIODIN_04151	sohB	PBBIODIN_04151	putative protease SohB	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.01170726867169	23.7517441229889	31.5168720267273	3.22761569203731e-08	3.11369984408305e-07	9.51622082959191	1	K. pneumoniae	K. pneumoniae MS311R
group_17318	1	strain-specific	strain-specific	PBBIODIN_02176	group_17318	PBBIODIN_02176	hypothetical protein	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.18289794976039	19.7084286519177	28.9904014496519	5.46906429656648e-08	4.54962740033211e-07	8.91953269993185	1	K. pneumoniae	K. pneumoniae MS311R
group_16535	1	strain-specific	strain-specific	PBBIODIN_00901	group_16535	PBBIODIN_00901	Lipid A 1-diphosphate synthase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.0782191997351	22.5501499833392	-28.1077937516784	6.64655211816427e-08	5.17304530959497e-07	8.69841272857135	1	K. pneumoniae	K. pneumoniae MS311R
asd~~~asd_1~~~asd_2	1	strain-specific	strain-specific	PBBIODIN_00051	asd~~~asd_1~~~asd_2	PBBIODIN_00051	Aspartate-semialdehyde dehydrogenase	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.13463902442182	19.3444640742736	27.3191462985258	7.95266758673214e-08	5.83365008918115e-07	8.49474805518282	1	K. pneumoniae	K. pneumoniae MS311R
frlb_2	1	strain-specific	strain-specific	PBBIODIN_03237	frlb_2	PBBIODIN_03237	Fructosamine deglycase FrlB	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.12440356495735	18.8169112440469	26.4412878688737	9.76996108347735e-08	6.67614007370952e-07	8.26088214075966	1	K. pneumoniae	K. pneumoniae MS311R
fhua_1~~~fhua_2	1	strain-specific	strain-specific	PBBIODIN_00600	fhua_1~~~fhua_2	PBBIODIN_00600	Ferrichrome outer membrane transporter/phage receptor	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	-1.07406967114035	22.1180985947233	-25.9169438881361	1.10836664451351e-07	7.39770295291577e-07	8.11740268262336	1	K. pneumoniae	K. pneumoniae MS311R
uspE	1	strain-specific	strain-specific	PBBIODIN_02840	uspE	PBBIODIN_02840	Universal stress protein E	nodrug	nodrug	MS311R	MS55S	Kpneumoniae_MS55	1.11248084401007	24.325114531424	8.14110644878255	0.000137510642631	0.000248211034183	-0.03895250736168	1	K. pneumoniae	K. pneumoniae MS311R
group_7692	2	conserved	conserved within species	PRZ_04445	group_7692	PRZ_04445	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	4.68421258152959	22.2944777590911	104.524805883182	1.3010663015728e-08	1.07588081631635e-05	10.9903181829798	1	K. pneumoniae	K. pneumoniae MS530R
group_7692	2	conserved	conserved within species	PRZ_04445	group_7692	PRZ_04445	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	4.29068249989299	22.0977127182728	94.9457760845928	3.47905928022131e-20	6.00833537694221e-17	36.7177083061572	1	K. pneumoniae	K. pneumoniae MS493R
group_4513	2	conserved	conserved within species	PRZ_04871	group_4513	PRZ_04871	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	4.50972038484636	21.3818677473678	89.377632347683	2.58284015813229e-08	1.07588081631635e-05	10.4453567225217	1	K. pneumoniae	K. pneumoniae MS530R
group_4513	2	conserved	conserved within species	PRZ_04871	group_4513	PRZ_04871	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.69209968723977	19.9730573985645	30.2404577610998	1.25523373648638e-13	1.76242980724551e-12	21.3964811026176	1	K. pneumoniae	K. pneumoniae MS493R
silr~~~cusr_2	2	conserved	conserved within species	PRZ_05054	silr~~~cusr_2	PRZ_05054	Transcriptional regulatory protein CusR	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.94019768855655	20.6406376198086	89.0617318121984	2.62320505173288e-08	1.07588081631635e-05	10.432349118193	1	K. pneumoniae	K. pneumoniae MS530R
silr~~~cusr_2	2	conserved	conserved within species	PRZ_05054	silr~~~cusr_2	PRZ_05054	Transcriptional regulatory protein CusR	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.26604977861888	19.3035636648398	27.6455392954268	4.05587469335955e-13	4.83068661753928e-12	20.1545510132681	1	K. pneumoniae	K. pneumoniae MS493R
group_21907	2	conserved	conserved within species	PRZ_04897	group_21907	PRZ_04897	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.60368723969378	20.174169652851	72.9059293718997	6.30246965664725e-08	1.07588081631635e-05	9.6521654510935	1	K. pneumoniae	K. pneumoniae MS530R
group_21907	2	conserved	conserved within species	PRZ_04897	group_21907	PRZ_04897	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.27300663741825	19.0088293517132	29.2110443178022	1.97475616102622e-13	2.58363931067597e-12	20.9170138303344	1	K. pneumoniae	K. pneumoniae MS493R
group_21683	2	conserved	conserved within species	PRZ_05180	group_21683	PRZ_05180	hypothetical protein	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.63615030324074	22.3969673481404	72.5424468732642	6.44192010682415e-08	1.07588081631635e-05	9.63162495309701	1	K. pneumoniae	K. pneumoniae MS530R
group_21683	2	conserved	conserved within species	PRZ_05180	group_21683	PRZ_05180	hypothetical protein	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	1.18354060617433	21.1706624996072	26.8148543226028	6.03914064832388e-13	6.74535195778301e-12	19.7323821785225	1	K. pneumoniae	K. pneumoniae MS493R
ygdr_5	2	conserved	conserved within species	PRZ_05197	ygdr_5	PRZ_05197	putative lipoprotein YgdR	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.32103270620345	20.1871842747409	71.7230672684498	6.77043547842208e-08	1.07588081631635e-05	9.58476318107136	1	K. pneumoniae	K. pneumoniae MS530R
ygdr_5	2	conserved	conserved within species	PRZ_05197	ygdr_5	PRZ_05197	putative lipoprotein YgdR	nodrug	nodrug	MS493R	PRZS	Kpneumoniae_PRZ	2.87346830102924	19.9634020721538	52.1798728136913	9.57916435110749e-17	3.84725972892154e-15	28.8978406144329	1	K. pneumoniae	K. pneumoniae MS493R
copc~~~pcoC	1	strain-specific	strain-specific	PRZ_05066	copc~~~pcoC	PRZ_05066	Copper resistance protein C	nodrug	nodrug	MS530R	PRZS	Kpneumoniae_PRZ	3.24593665019891	20.6082739734989	71.5076550468744	6.86019434297423e-08	1.07588081631635e-05	9.57231330229799	1	K. pneumoniae	K. pneumoniae MS530R
