og1	count	conservation	cross_species_conservation	protein_ID	og	gene_name	description	Condition_treatment	Condition_control	Strain_treatment	Strain_control	species_analyzed	logFC	AveExpr	t	P.Value	adj.P.Val	B	hit	species	complete_name
WP_000590253.1	3	conserved	conserved within species	AIL14796.1	WP_000590253.1	AIL14796.1	ABC transporter family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.15473017	18.43933885	-30.06907897	3.60E-08	1.26E-06	9.66868552	1	E. coli	E. coli MS511R
WP_000590253.1	3	conserved	conserved within species	AIL14796.1	WP_000590253.1	AIL14796.1	ABC transporter family protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.455787416	18.28881023	-49.98068328	6.21E-06	0.000554281	5.312073469	1	E. coli	E. coli MS529R
GshB	2	conserved	conserved within species	AIL15188.1	WP_000593259.1	AIL15188.1	glutathione synthase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.219217432	22.51019277	38.63256538	1.67E-06	6.70E-05	6.367545907	1	E. coli	E. coli MS346R
GshB	2	conserved	conserved within species	AIL15188.1	WP_000593259.1	AIL15188.1	glutathione synthase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.370522167	22.58584513	36.16281283	1.10E-08	5.16E-07	10.95687548	1	E. coli	E. coli MS511R
PrsA	2	conserved	conserved within species	AIL17364.1	WP_000597756.1	AIL17364.1	PRS fimbrial major pilin protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.508518393	20.9177346	50.91714589	5.28E-07	4.77E-05	7.587823829	1	E. coli	E. coli MS346R
PrsA	2	conserved	conserved within species	AIL17364.1	WP_000597756.1	AIL17364.1	PRS fimbrial major pilin protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.764677181	21.045814	45.3872885	2.57E-09	1.75E-07	12.50176711	1	E. coli	E. coli MS511R
WP_000622140.1	1	strain-specific	strain-specific	AIL17748.1	WP_000622140.1	AIL17748.1	L-serine ammonia-lyase	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.510195771	20.90199848	-28.93795511	3.86E-05	0.000831556	3.249438913	1	E. coli	E. coli MS529R
CitE	1	strain-specific	strain-specific	AIL16413.1	WP_000622357.1	AIL16413.1	"citrate (pro-3S)-lyase, beta subunit"	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.477475335	19.70613055	-38.64215642	1.47E-05	0.000668814	4.376453804	1	E. coli	E. coli MS529R
GrcA	1	strain-specific	strain-specific	AIL15057.1	WP_000627804.1	AIL15057.1	autonomous glycyl radical cofactor GrcA	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.6753402	25.35010189	-55.50831419	4.37E-06	0.000508986	5.668935672	1	E. coli	E. coli MS529R
WP_000628258.1	2	conserved	conserved within species	AIL16611.1	WP_000628258.1	AIL16611.1	ferredoxin (flavodoxin) oxidoreductase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.477938109	23.63293177	45.47989042	8.46E-07	5.10E-05	7.100471091	1	E. coli	E. coli MS346R
WP_000628258.1	2	conserved	conserved within species	AIL16611.1	WP_000628258.1	AIL16611.1	ferredoxin (flavodoxin) oxidoreductase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.340866405	23.56439592	33.09167328	1.95E-08	8.15E-07	10.34030252	1	E. coli	E. coli MS511R
Lpp	1	strain-specific	strain-specific	AIL16061.1	WP_000648420.1	AIL16061.1	major outer membrane lipoprotein Lpp	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.045744554	26.0093338	-32.09766239	2.73E-05	0.000812954	3.660455913	1	E. coli	E. coli MS529R
WP_000684325.1	2	conserved	conserved within species	AIL16919.1	WP_000684325.1	AIL16919.1	"alpha-L-glutamate ligase, RimK family protein"	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.014794782	18.61064057	34.23011119	2.77E-06	7.90E-05	5.806225922	1	E. coli	E. coli MS346R
WP_000684325.1	2	conserved	conserved within species	AIL16919.1	WP_000684325.1	AIL16919.1	"alpha-L-glutamate ligase, RimK family protein"	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.161875792	18.68418108	30.74855483	3.12E-08	1.13E-06	9.825872712	1	E. coli	E. coli MS511R
WP_000689386.1	1	strain-specific	strain-specific	AIL17779.1	WP_000689386.1	AIL17779.1	tonB dependent receptor family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.253375025	23.03182026	28.51985507	5.05E-08	1.63E-06	9.295506859	1	E. coli	E. coli MS511R
WP_000695389.1	3	conserved	conserved within species	AIL18439.1	WP_000695389.1	AIL18439.1	maltose-binding periplasmic protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.130845846	23.33282643	-36.40261222	2.14E-06	7.50E-05	6.093386892	1	E. coli	E. coli MS346R
WP_000695389.1	3	conserved	conserved within species	AIL18439.1	WP_000695389.1	AIL18439.1	maltose-binding periplasmic protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.228149598	23.28417456	-54.69285339	7.75E-10	1.17E-07	13.72066836	1	E. coli	E. coli MS511R
WP_000695389.1	3	conserved	conserved within species	AIL18439.1	WP_000695389.1	AIL18439.1	maltose-binding periplasmic protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.255550852	23.27047393	-63.23115127	2.83E-06	0.000508986	6.088066294	1	E. coli	E. coli MS529R
WP_000703047.1	1	strain-specific	strain-specific	AIL18548.1	WP_000703047.1	AIL18548.1	salicylate synthase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.650877563	16.66125972	16.30111428	6.05E-05	0.000628124	2.180956122	1	E. coli	E. coli MS346R
Ugd	2	conserved	conserved within species	AIL14175.1	WP_000704861.1	AIL14175.1	UDP-glucose 6-dehydrogenase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.786178829	19.7674356	47.0658854	7.33E-07	5.10E-05	7.250287326	1	E. coli	E. coli MS346R
Ugd	2	conserved	conserved within species	AIL14175.1	WP_000704861.1	AIL14175.1	UDP-glucose 6-dehydrogenase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.042661673	19.89567702	50.53504341	1.29E-09	1.34E-07	13.21042292	1	E. coli	E. coli MS511R
TdcF	1	strain-specific	strain-specific	AIL17372.1	WP_000719990.1	AIL17372.1	protein tdcF	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.376881423	20.5819699	-30.54775117	3.22E-05	0.000831556	3.465023607	1	E. coli	E. coli MS529R
WP_000724179.1	1	strain-specific	strain-specific	AIL16517.1	WP_000724179.1	AIL16517.1	L-fucose isomerase	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.137312861	19.69012122	-27.48423639	4.59E-05	0.000834913	3.042594261	1	E. coli	E. coli MS529R
OmpD	3	conserved	conserved within species	AIL17905.1	WP_000737271.1	AIL17905.1	outer membrane porin protein ompD	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-3.236428221	24.92916217	-59.40351697	2.77E-07	4.50E-05	8.221094456	1	E. coli	E. coli MS346R
OmpD	3	conserved	conserved within species	AIL17905.1	WP_000737271.1	AIL17905.1	outer membrane porin protein ompD	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-3.484013841	24.80536936	-88.50521989	3.50E-11	5.32E-08	16.53964272	1	E. coli	E. coli MS511R
OmpD	3	conserved	conserved within species	AIL17905.1	WP_000737271.1	AIL17905.1	outer membrane porin protein ompD	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.239876419	25.42743807	-66.02148409	2.45E-06	0.000508986	6.220566265	1	E. coli	E. coli MS529R
OmpD	3	conserved	conserved within species	AIL14432.1	WP_000737290.1	AIL14432.1	outer membrane porin protein ompD	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.526600132	21.55797002	-35.5560149	2.36E-06	7.50E-05	5.983965659	1	E. coli	E. coli MS346R
OmpD	3	conserved	conserved within species	AIL14432.1	WP_000737290.1	AIL14432.1	outer membrane porin protein ompD	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.718413713	21.46206323	-63.17844162	3.06E-10	1.05E-07	14.6222239	1	E. coli	E. coli MS511R
OmpD	3	conserved	conserved within species	AIL14432.1	WP_000737290.1	AIL14432.1	outer membrane porin protein ompD	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.12506029	21.75873994	-48.49935533	6.87E-06	0.000561932	5.206834505	1	E. coli	E. coli MS529R
YiaD	1	strain-specific	strain-specific	AIL18511.1	WP_000747625.1	AIL18511.1	inner membrane lipoprotein yiaD	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.08549508	21.41329043	35.78668027	2.30E-06	7.50E-05	6.014084295	1	E. coli	E. coli MS346R
WP_000753936.1	2	conserved	conserved within species	AIL16719.1	WP_000753936.1	AIL16719.1	protease do	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.438818373	23.46971277	45.34581344	8.57E-07	5.10E-05	7.087494478	1	E. coli	E. coli MS346R
WP_000753936.1	2	conserved	conserved within species	AIL16719.1	WP_000753936.1	AIL16719.1	protease do	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.160179194	23.33039318	29.57142356	4.01E-08	1.33E-06	9.551107096	1	E. coli	E. coli MS511R
Mdh	3	conserved	conserved within species	AIL14984.1	WP_000758067.1	AIL14984.1	malate dehydrogenase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.699885065	20.50453201	-56.53718616	3.41E-07	4.50E-05	8.022331361	1	E. coli	E. coli MS346R
Mdh	3	conserved	conserved within species	AIL14984.1	WP_000758067.1	AIL14984.1	malate dehydrogenase	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.410021937	20.64946358	-36.97962835	9.57E-09	4.58E-07	11.11104518	1	E. coli	E. coli MS511R
Mdh	3	conserved	conserved within species	AIL14984.1	WP_000758067.1	AIL14984.1	malate dehydrogenase	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.61586754	20.54654078	-55.37370487	4.41E-06	0.000508986	5.660861602	1	E. coli	E. coli MS529R
WP_000767411.1	2	conserved	conserved within species	AIL15990.1	WP_000767411.1	AIL15990.1	hypothetical protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.754982767	17.85598129	34.21350293	2.78E-06	7.90E-05	5.803948297	1	E. coli	E. coli MS346R
WP_000767411.1	2	conserved	conserved within species	AIL15990.1	WP_000767411.1	AIL15990.1	hypothetical protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.439350912	17.69816536	32.85789424	2.04E-08	8.35E-07	10.29079535	1	E. coli	E. coli MS511R
SfaA	1	strain-specific	strain-specific	AIL17376.1	WP_000768217.1	AIL17376.1	S-fimbrial protein subunit SfaA	nodrug	nodrug	MS529R	25922S	Ecoli_25922	2.35538514	19.56739441	51.76296594	5.52E-06	0.000542222	5.433059334	1	E. coli	E. coli MS529R
WcaK	3	conserved	conserved within species	AIL16078.1	WP_000770889.1	AIL16078.1	colanic acid biosynthesis pyruvyl transferase WcaK	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.780727032	18.70817362	32.38597287	3.49E-06	8.97E-05	5.545109978	1	E. coli	E. coli MS346R
WcaK	3	conserved	conserved within species	AIL16078.1	WP_000770889.1	AIL16078.1	colanic acid biosynthesis pyruvyl transferase WcaK	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.314068697	18.97484445	59.90837193	4.31E-10	1.05E-07	14.29477608	1	E. coli	E. coli MS511R
WcaK	3	conserved	conserved within species	AIL16078.1	WP_000770889.1	AIL16078.1	colanic acid biosynthesis pyruvyl transferase WcaK	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.311186557	18.47340338	45.27100891	8.65E-06	0.000606561	4.961433425	1	E. coli	E. coli MS529R
WP_000778808.1	1	strain-specific	strain-specific	AIL16085.1	WP_000778808.1	AIL16085.1	hypothetical protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.033232001	20.21557593	20.26590699	2.46E-05	0.000351872	3.264120033	1	E. coli	E. coli MS346R
WP_000820369.1	3	conserved	conserved within species	AIL16890.1	WP_000820369.1	AIL16890.1	autotransporter beta-domain protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.619197017	22.65268058	37.61377821	1.87E-06	6.97E-05	6.24473356	1	E. coli	E. coli MS346R
WP_000820369.1	3	conserved	conserved within species	AIL16890.1	WP_000820369.1	AIL16890.1	autotransporter beta-domain protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.591118132	22.63864114	37.3822545	8.93E-09	4.56E-07	11.18563219	1	E. coli	E. coli MS511R
WP_000820369.1	3	conserved	conserved within species	AIL16890.1	WP_000820369.1	AIL16890.1	autotransporter beta-domain protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	2.803369905	23.24476703	52.73233928	5.19E-06	0.000536383	5.496415177	1	E. coli	E. coli MS529R
WP_000820423.1	1	strain-specific	strain-specific	AIL15843.1	WP_000820423.1	AIL15843.1	autotransporter beta-domain protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.188885206	19.34264418	28.31940658	5.29E-08	1.67E-06	9.245640584	1	E. coli	E. coli MS511R
WP_000830766.1	1	strain-specific	strain-specific	AIL15349.1	WP_000830766.1	AIL15349.1	beta-lactamase family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.081793192	20.05069943	35.76746006	2.31E-06	7.50E-05	6.011583495	1	E. coli	E. coli MS346R
WP_000836083.1	2	conserved	conserved within species	AIL14603.1	WP_000836083.1	AIL14603.1	zinc-binding dehydrogenase family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	2.042706298	19.31019786	56.64854146	3.38E-07	4.50E-05	8.030322288	1	E. coli	E. coli MS346R
WP_000836083.1	2	conserved	conserved within species	AIL14603.1	WP_000836083.1	AIL14603.1	zinc-binding dehydrogenase family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.020645029	18.79916722	25.88895403	9.38E-08	2.59E-06	8.60932594	1	E. coli	E. coli MS511R
WP_000843866.1	1	strain-specific	strain-specific	AIL15643.1	WP_000843866.1	AIL15643.1	"bacterial extracellular solute-binding s, 3 family protein"	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.391078249	23.09218644	-33.1110949	2.46E-05	0.000779989	3.78232713	1	E. coli	E. coli MS529R
WP_000846704.1	2	conserved	conserved within species	AIL14662.1	WP_000846704.1	AIL14662.1	hypothetical protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	2.713478375	20.06536316	80.21523697	7.89E-08	4.50E-05	9.323373024	1	E. coli	E. coli MS346R
WP_000846704.1	2	conserved	conserved within species	AIL14662.1	WP_000846704.1	AIL14662.1	hypothetical protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.300537019	19.35889249	38.12532972	1.54E-05	0.000668814	4.32550357	1	E. coli	E. coli MS529R
GreB	1	strain-specific	strain-specific	AIL14369.1	WP_000856744.1	AIL14369.1	transcription elongation factor GreB	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.267746792	19.89542996	41.94796848	1.19E-06	5.51E-05	6.741211422	1	E. coli	E. coli MS346R
WP_000884589.1	1	strain-specific	strain-specific	AIL16740.1	WP_000884589.1	AIL16740.1	asnC-type helix-turn-helix domain protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.003334654	17.38285147	33.9835674	2.86E-06	7.92E-05	5.772281293	1	E. coli	E. coli MS346R
WP_000891621.1	2	conserved	conserved within species	AIL16841.1	WP_000891621.1	AIL16841.1	isochorismatase family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	2.680146255	21.82602577	89.16869153	5.07E-08	4.50E-05	9.663107608	1	E. coli	E. coli MS346R
WP_000891621.1	2	conserved	conserved within species	AIL16841.1	WP_000891621.1	AIL16841.1	isochorismatase family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.045478228	21.50869176	50.66485503	1.27E-09	1.34E-07	13.22713789	1	E. coli	E. coli MS511R
DcuB	1	strain-specific	strain-specific	AIL16980.1	WP_000899522.1	AIL16980.1	anaerobic C4-dicarboxylate transporter dcuB	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.157553295	18.83314361	-31.84390413	2.81E-05	0.000822351	3.629226494	1	E. coli	E. coli MS529R
WP_000905920.1	3	conserved	conserved within species	AIL17793.1	WP_000905920.1	AIL17793.1	"polysaccharide export inner-membrane , BexC/CtrB/KpsE family protein"	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.587403995	19.33189169	-59.24572927	2.80E-07	4.50E-05	8.210516865	1	E. coli	E. coli MS346R
WP_000905920.1	3	conserved	conserved within species	AIL17793.1	WP_000905920.1	AIL17793.1	"polysaccharide export inner-membrane , BexC/CtrB/KpsE family protein"	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.756869032	19.24715917	-71.84288783	1.34E-10	8.77E-08	15.3880765	1	E. coli	E. coli MS511R
WP_000905920.1	3	conserved	conserved within species	AIL17793.1	WP_000905920.1	AIL17793.1	"polysaccharide export inner-membrane , BexC/CtrB/KpsE family protein"	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.900183184	19.17550209	-82.1871605	1.17E-06	0.000508986	6.837765378	1	E. coli	E. coli MS529R
WP_000927647.1	3	conserved	conserved within species	AIL15194.1	WP_000927647.1	AIL15194.1	tetratricopeptide repeat family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.160808397	23.21110662	-50.99286777	5.25E-07	4.77E-05	7.594113509	1	E. coli	E. coli MS346R
WP_000927647.1	3	conserved	conserved within species	AIL15194.1	WP_000927647.1	AIL15194.1	tetratricopeptide repeat family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.264516234	23.15925271	-53.68945262	8.73E-10	1.18E-07	13.60211031	1	E. coli	E. coli MS511R
WP_000927647.1	3	conserved	conserved within species	AIL15194.1	WP_000927647.1	AIL15194.1	tetratricopeptide repeat family protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.177601906	23.20270987	-70.22408877	1.99E-06	0.000508986	6.403960697	1	E. coli	E. coli MS529R
SufC	1	strain-specific	strain-specific	AIL15715.1	WP_000948882.1	AIL15715.1	FeS assembly ATPase SufC	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.119505111	21.6131307	29.42444052	3.66E-05	0.000831556	3.316019564	1	E. coli	E. coli MS529R
WP_000955057.1	3	conserved	conserved within species	AIL18567.1	WP_000955057.1	AIL18567.1	"transporter, anaerobic C4-dicarboxylate uptake C family protein"	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.503972013	17.87183385	-44.33871649	9.41E-07	5.17E-05	6.988411072	1	E. coli	E. coli MS346R
WP_000955057.1	3	conserved	conserved within species	AIL18567.1	WP_000955057.1	AIL18567.1	"transporter, anaerobic C4-dicarboxylate uptake C family protein"	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.336252899	17.9556934	-29.82831677	3.79E-08	1.31E-06	9.612065891	1	E. coli	E. coli MS511R
WP_000955057.1	3	conserved	conserved within species	AIL18567.1	WP_000955057.1	AIL18567.1	"transporter, anaerobic C4-dicarboxylate uptake C family protein"	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.811695253	17.71797223	-27.40306769	4.64E-05	0.000834913	3.030680676	1	E. coli	E. coli MS529R
WP_000956067.1	2	conserved	conserved within species	AIL14358.1	WP_000956067.1	AIL14358.1	dihydroorotate dehydrogenase family domain protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.693349241	18.49508433	-33.62392675	2.34E-05	0.00077177	3.842319749	1	E. coli	E. coli MS529R
WP_000956067.1	2	conserved	conserved within species	AIL14358.1	WP_000956067.1	AIL14358.1	dihydroorotate dehydrogenase family domain protein	Nx	nodrug	25922S	25922S	Ecoli_25922	-1.08062532	18.80144629	-30.69024538	1.02E-05	0.009393175	4.434915455	1	E. coli	E. coli 25922S
FocC	1	strain-specific	strain-specific	AIL18560.1	WP_000975445.1	AIL18560.1	chaperone protein focC	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.526655489	19.52735706	35.40026475	1.97E-05	0.000743703	4.041922159	1	E. coli	E. coli MS529R
OmpF	3	conserved	conserved within species	AIL14353.1	WP_000977927.1	AIL14353.1	outer membrane protein F	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.857326583	23.40572453	-41.40046975	1.25E-06	5.51E-05	6.682087148	1	E. coli	E. coli MS346R
OmpF	3	conserved	conserved within species	AIL14353.1	WP_000977927.1	AIL14353.1	outer membrane protein F	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.93696559	23.36590503	-48.11812904	1.76E-09	1.44E-07	12.88920161	1	E. coli	E. coli MS511R
OmpF	3	conserved	conserved within species	AIL14353.1	WP_000977927.1	AIL14353.1	outer membrane protein F	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.081688326	23.79354366	-30.13454234	3.38E-05	0.000831556	3.410961331	1	E. coli	E. coli MS529R
WP_000978105.1	3	conserved	conserved within species	AIL16935.1	WP_000978105.1	AIL16935.1	polysaccharide biosynthesis/export family protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.638702969	18.06408922	46.01133717	8.06E-07	5.10E-05	7.151422496	1	E. coli	E. coli MS346R
WP_000978105.1	3	conserved	conserved within species	AIL16935.1	WP_000978105.1	AIL16935.1	polysaccharide biosynthesis/export family protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	2.225565514	18.35752049	53.40223625	9.03E-10	1.18E-07	13.5676558	1	E. coli	E. coli MS511R
WP_000978105.1	3	conserved	conserved within species	AIL16935.1	WP_000978105.1	AIL16935.1	polysaccharide biosynthesis/export family protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.276190628	17.88283305	15.93078164	0.000282154	0.001898482	0.792076532	1	E. coli	E. coli MS529R
GlpC	1	strain-specific	strain-specific	AIL14099.1	WP_001000377.1	AIL14099.1	"glycerol-3-phosphate dehydrogenase, anaerobic, C subunit"	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.140613392	21.48742258	-29.34623948	3.69E-05	0.000831556	3.305402635	1	E. coli	E. coli MS529R
YajR	1	strain-specific	strain-specific	AIL16662.1	WP_001001001.1	AIL16662.1	inner membrane transport protein yajR	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.082600987	20.04452603	35.55094346	2.37E-06	7.50E-05	5.983300857	1	E. coli	E. coli MS346R
IlvI	1	strain-specific	strain-specific	AIL16563.1	WP_001012593.1	AIL16563.1	"acetolactate synthase, large subunit, biosynthetic type"	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.269840285	19.37981262	41.51107735	1.16E-05	0.000658007	4.644422413	1	E. coli	E. coli MS529R
Sat	1	strain-specific	strain-specific	AIL17507.1	WP_001034089.1	AIL17507.1	serine protease sat autotransporter	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.016627376	19.18849134	33.31175223	2.41E-05	0.000776923	3.805931872	1	E. coli	E. coli MS529R
FepA	2	conserved	conserved within species	AIL16555.1	WP_001034892.1	AIL16555.1	ferrienterobactin receptor	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-1.355186195	20.7098528	-45.77675847	8.23E-07	5.10E-05	7.129027564	1	E. coli	E. coli MS346R
FepA	2	conserved	conserved within species	AIL16555.1	WP_001034892.1	AIL16555.1	ferrienterobactin receptor	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-1.298278602	20.7383066	-34.36154501	1.53E-08	6.84E-07	10.60265334	1	E. coli	E. coli MS511R
MglB	1	strain-specific	strain-specific	AIL16669.1	WP_001036964.1	AIL16669.1	D-galactose-binding periplasmic protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.019573104	24.22855982	26.17139514	8.75E-08	2.49E-06	8.686444912	1	E. coli	E. coli MS511R
WP_001044673.1	3	conserved	conserved within species	AIL17386.1	WP_001044673.1	AIL17386.1	hypothetical protein	nodrug	nodrug	MS346R	25922S	Ecoli_25922	-2.489663382	19.63275342	-37.63186363	1.87E-06	6.97E-05	6.246948786	1	E. coli	E. coli MS346R
WP_001044673.1	3	conserved	conserved within species	AIL17386.1	WP_001044673.1	AIL17386.1	hypothetical protein	nodrug	nodrug	MS511R	25922S	Ecoli_25922	-2.614763788	19.57020322	-49.3477349	1.50E-09	1.34E-07	13.0550373	1	E. coli	E. coli MS511R
WP_001044673.1	3	conserved	conserved within species	AIL17386.1	WP_001044673.1	AIL17386.1	hypothetical protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-2.514734516	19.62021786	-52.9034899	5.14E-06	0.000536383	5.507428504	1	E. coli	E. coli MS529R
WP_001046824.1	1	strain-specific	strain-specific	AIL15379.1	WP_001046824.1	AIL15379.1	smr domain protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	1.053626752	18.53687355	36.35317172	1.80E-05	0.000722148	4.144052881	1	E. coli	E. coli MS529R
Edd	1	strain-specific	strain-specific	AIL14028.1	WP_001069461.1	AIL14028.1	phosphogluconate dehydratase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.020417255	20.75629032	18.12516017	3.90E-05	0.000493821	2.7095621	1	E. coli	E. coli MS346R
RibB	2	conserved	conserved within species	AIL16086.1	WP_001076989.1	AIL16086.1	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.321685747	22.78041702	44.67820796	9.11E-07	5.17E-05	7.022133443	1	E. coli	E. coli MS346R
RibB	2	conserved	conserved within species	AIL16086.1	WP_001076989.1	AIL16086.1	"3,4-dihydroxy-2-butanone 4-phosphate synthase"	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.094555898	22.6668521	27.01803382	7.14E-08	2.16E-06	8.912462969	1	E. coli	E. coli MS511R
GltD	2	conserved	conserved within species	AIL16307.1	WP_001078897.1	AIL16307.1	"glutamate synthase, small subunit domain protein"	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.648319251	16.466357	18.30564947	3.74E-05	0.000482607	2.758873101	1	E. coli	E. coli MS346R
GltD	2	conserved	conserved within species	AIL16307.1	WP_001078897.1	AIL16307.1	"glutamate synthase, small subunit domain protein"	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.50268116	16.39353796	17.04046682	1.34E-06	1.96E-05	5.618010338	1	E. coli	E. coli MS511R
TktA	1	strain-specific	strain-specific	AIL14607.1	WP_001088087.1	AIL14607.1	transketolase	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.36399926	21.76534832	34.77356381	2.59E-06	7.72E-05	5.880044384	1	E. coli	E. coli MS346R
FumC	2	conserved	conserved within species	AIL17179.1	WP_001099099.1	AIL17179.1	"fumarate hydratase, class II"	nodrug	nodrug	MS346R	25922S	Ecoli_25922	1.518800124	22.05185778	51.13912079	5.18E-07	4.77E-05	7.606225786	1	E. coli	E. coli MS346R
FumC	2	conserved	conserved within species	AIL17179.1	WP_001099099.1	AIL17179.1	"fumarate hydratase, class II"	nodrug	nodrug	MS511R	25922S	Ecoli_25922	1.567574541	22.07624499	40.40207088	5.42E-09	3.13E-07	11.7174488	1	E. coli	E. coli MS511R
WP_001102123.1	1	strain-specific	strain-specific	AIL15806.1	WP_001102123.1	AIL15806.1	cysteine-rich domain protein	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.291126422	19.28382164	-44.54629222	9.13E-06	0.000618148	4.903089516	1	E. coli	E. coli MS529R
YhdH	1	strain-specific	strain-specific	AIL17322.1	WP_001148484.1	AIL17322.1	putative quinone oxidoreductase YhdH	nodrug	nodrug	MS529R	25922S	Ecoli_25922	-1.065193236	22.37244373	-27.42017485	4.63E-05	0.000834913	3.033194906	1	E. coli	E. coli MS529R
