Label,Area,Perimeter,Circularity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Centroid.X,Centroid.Y,Ellipse.Center.X,Ellipse.Center.Y,Ellipse.Radius1,Ellipse.Radius2,Ellipse.Orientation,Ellipse.Elong,ConvexArea,Convexity,MaxFeretDiam,MaxFeretDiamAngle,OBox.Center.X,OBox.Center.Y,OBox.Length,OBox.Width,OBox.Orientation,GeodesicDiameter,Tortuosity,InscrDisc.Center.X,InscrDisc.Center.Y,InscrDisc.Radius,AverageThickness,GeodesicElongation,Mask_Path
118,1879,554.505,0.077,7,724,1456,655,698,1115.664,670.285,1115.664,670.285,422.445,15.937,-0.611,26.508,24826,0.076,732.115,1.017,1090.112,674.351,731.964,42.997,179.349,Infinity,Infinity,1225,672,7,6.577,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
119,2029,622.154,0.066,9,381,1396,657,688,906.029,668.519,906.029,668.519,708.903,12.975,0.024,54.636,28211,0.072,1015.018,0.339,888.509,672.671,1015.000,30.399,179.940,Infinity,Infinity,500,663,5,6.564,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
120,1555,495.052,0.080,8,414,1417,658,690,802.703,671.259,802.703,671.259,674.676,13.392,0.287,50.378,29922,0.052,1003.199,1.142,915.504,674.621,1002.980,31.997,179.928,Infinity,Infinity,423,666,5,6.337,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
121,1724,536.369,0.075,9,364,1351,660,691,739.747,671.729,739.747,671.729,671.768,12.403,-0.219,54.162,24870,0.069,987.099,179.187,857.382,670.529,987.095,29.942,179.355,Infinity,Infinity,1257,665,5,6.731,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
122,1633,450.465,0.101,6,570,1313,661,694,917.940,674.742,917.940,674.742,543.573,14.432,-0.272,37.665,21966,0.074,743.097,179.075,941.482,677.010,743.032,32.136,179.831,Infinity,Infinity,1199,671,8,7.321,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
123,1653,540.772,0.071,9,408,1439,663,696,924.272,675.136,924.272,675.136,595.122,13.896,0.225,42.825,29534,0.056,1031.039,0.500,923.500,679.500,1031.000,33.000,0.000,Infinity,Infinity,1433,673,5,6.357,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
124,1726,481.588,0.094,6,373,1408,665,698,997.624,679.725,997.624,679.725,684.635,15.062,-0.080,45.454,32023,0.054,1035.234,178.782,890.502,681.800,1035.023,32.674,179.940,Infinity,Infinity,1400,672,7,6.725,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
125,1834,503.461,0.091,6,497,1385,667,696,1023.415,677.998,1023.415,677.998,656.864,12.344,0.043,53.215,23558,0.078,888.020,179.613,941.023,681.191,888.010,28.168,179.884,Infinity,Infinity,1373,675,8,7.244,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
126,1509,432.384,0.101,6,815,1365,669,698,1118.052,681.872,1118.052,681.872,392.021,12.700,0.496,30.868,13763,0.110,550.045,179.271,1090.018,683.993,550.012,28.966,179.893,Infinity,Infinity,972,681,8,6.973,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
127,1969,624.566,0.063,8,380,1295,672,707,693.821,685.234,693.821,685.234,587.954,14.172,-0.100,41.488,27228,0.072,915.341,178.435,837.492,688.230,915.080,34.457,179.804,Infinity,Infinity,442,679,5,5.979,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
128,1751,510.530,0.084,8,392,1458,675,709,977.587,686.751,977.587,686.751,752.129,13.331,0.325,56.420,27633,0.063,1066.023,0.376,925.000,692.000,1066.000,34.000,0.000,Infinity,Infinity,1450,684,6,7.075,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
129,1759,512.560,0.084,7,738,1271,677,709,1025.905,689.573,1025.905,689.573,389.201,14.283,0.584,27.250,15681,0.112,533.496,2.471,1004.500,693.000,533.000,32.000,0.000,Infinity,Infinity,1217,687,8,6.891,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
130,1609,484.786,0.086,8,489,1284,680,709,857.563,690.435,857.563,690.435,507.387,11.763,0.364,43.134,18768,0.086,795.227,1.369,886.500,694.500,795.000,29.000,0.000,Infinity,Infinity,496,684,5,6.826,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
131,2164,665.979,0.061,10,678,1385,681,716,1072.019,696.287,1072.019,696.287,536.830,15.847,-0.057,33.876,23263,0.093,707.018,0.405,1031.553,697.110,706.997,34.623,179.737,Infinity,Infinity,1315,688,5,6.230,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
132,1767,514.092,0.084,7,537,1425,682,728,857.151,698.240,857.151,698.240,567.703,17.884,-0.638,31.744,30657,0.058,888.002,179.871,981.009,703.600,887.997,44.010,179.682,Infinity,Infinity,738,695,8,6.627,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
133,1789,575.228,0.068,9,428,1361,684,714,880.399,694.780,880.399,694.780,631.765,11.300,0.239,55.911,22992,0.078,933.013,179.693,894.500,699.000,933.000,30.000,0.000,Infinity,Infinity,606,692,6,6.075,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
134,1638,505.531,0.081,8,351,1369,686,721,871.900,699.849,871.900,699.849,682.490,15.774,-0.302,43.266,32971,0.050,1018.385,178.424,860.000,702.798,1018.064,33.995,179.862,Infinity,Infinity,357,710,6,6.677,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
135,1856,539.892,0.080,8,363,1221,687,718,832.543,698.514,832.543,698.514,625.170,11.617,0.017,53.814,22545,0.082,858.071,179.265,791.876,699.287,858.065,29.446,179.463,Infinity,Infinity,1190,696,8,6.735,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
136,1508,476.630,0.083,8,389,1415,690,719,922.471,701.978,922.471,701.978,772.314,12.223,0.235,63.186,26143,0.058,1026.031,0.447,902.009,704.127,1026.002,28.985,179.914,Infinity,Infinity,399,696,5,6.674,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
137,1683,543.819,0.072,9,370,1372,692,721,894.947,704.243,894.947,704.243,605.411,12.604,0.114,48.032,27002,0.062,1002.264,178.685,871.004,706.656,1002.045,28.679,179.881,Infinity,Infinity,1023,703,6,6.200,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
138,1444,456.058,0.087,8,487,1265,694,720,933.374,705.295,933.374,705.295,578.077,10.744,0.224,53.804,17940,0.080,778.126,1.031,876.012,706.757,777.989,24.872,179.812,Infinity,Infinity,973,702,5,6.938,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
139,1736,570.269,0.067,9,389,1438,697,728,713.004,708.588,713.004,708.588,573.853,12.513,-0.107,45.860,26227,0.066,1049.154,179.017,913.512,710.915,1049.091,30.102,179.645,Infinity,Infinity,586,719,6,6.037,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
140,1748,474.139,0.098,7,379,1447,700,732,988.121,712.390,988.121,712.390,778.175,13.798,0.258,56.398,30178,0.058,1068.067,179.356,913.000,716.000,1068.000,32.000,0.000,Infinity,Infinity,1280,711,10,7.647,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
141,1593,501.986,0.079,8,436,1405,701,733,785.181,712.562,785.181,712.562,547.520,12.470,-0.229,43.906,22589,0.071,969.033,179.527,920.579,713.982,969.028,30.907,179.349,Infinity,Infinity,820,705,5,6.515,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
142,1773,558.567,0.071,8,393,1226,704,732,718.686,715.026,718.686,715.026,470.178,11.904,-0.061,39.496,19393,0.091,833.022,179.587,809.500,718.000,833.000,28.000,0.000,Infinity,Infinity,509,709,5,6.189,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
143,1554,419.667,0.111,6,714,1393,706,742,1053.452,718.246,1053.452,718.246,458.008,13.895,-0.459,32.963,19131,0.081,679.036,179.409,1053.555,723.219,679.027,35.938,179.705,Infinity,Infinity,907,715,8,7.652,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
144,2046,530.316,0.091,7,477,1420,707,742,1090.925,718.837,1090.925,718.837,516.371,13.224,0.422,39.049,23429,0.087,943.013,179.696,948.500,724.500,943.000,35.000,0.000,Infinity,Infinity,937,715,8,7.583,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
145,1729,518.574,0.081,8,411,1408,708,738,970.776,720.641,970.776,720.641,675.076,12.017,0.154,56.179,25258,0.068,997.013,179.713,909.482,721.960,996.995,29.972,0.175,Infinity,Infinity,1013,715,6,6.679,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
146,1813,597.791,0.064,9,374,1347,713,753,832.410,725.508,832.410,725.508,643.208,15.897,-0.023,40.462,31826,0.057,973.051,0.589,860.543,732.822,972.970,39.698,179.760,Infinity,Infinity,476,719,5,5.986,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
147,1898,561.955,0.076,8,445,971,715,751,685.008,728.653,685.008,728.653,295.694,15.612,-0.122,18.940,14982,0.127,526.015,0.436,708.029,733.302,526.003,35.611,179.890,Infinity,Infinity,766,734,7,6.691,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
148,1719,504.611,0.085,8,359,1375,717,742,810.388,726.671,810.388,726.671,732.532,10.377,-0.143,70.594,22796,0.075,1016.004,0.169,867.010,729.391,1016.000,24.026,179.930,Infinity,Infinity,369,728,8,7.132,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
149,1751,521.581,0.081,8,350,1423,718,759,848.766,730.683,848.766,730.683,846.143,15.418,-0.408,54.878,33172,0.053,1073.030,179.573,886.518,738.491,1073.010,40.170,179.923,Infinity,Infinity,356,730,6,7.012,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
150,1699,518.154,0.080,7,428,1237,720,750,790.281,733.509,790.281,733.509,543.925,11.035,-0.147,49.293,19768,0.086,809.179,1.204,832.518,735.886,808.924,27.122,179.650,Infinity,Infinity,1222,728,7,6.363,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
151,1690,527.999,0.076,8,397,1220,725,751,869.301,736.457,869.301,736.457,528.788,10.734,-0.293,49.261,19112,0.088,823.103,0.905,808.500,738.000,823.000,26.000,0.000,Infinity,Infinity,730,736,6,6.414,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
152,1566,505.436,0.077,8,391,1390,726,762,779.531,737.897,779.531,737.897,709.389,13.317,-0.380,53.269,26163,0.060,999.025,179.599,890.560,742.728,999.024,34.982,179.665,Infinity,Infinity,427,733,5,6.138,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
153,1999,577.798,0.075,8,462,1373,729,762,943.397,741.968,943.397,741.968,662.401,14.670,-0.048,45.152,27288,0.073,911.005,179.811,917.500,745.500,911.000,33.000,0.000,Infinity,Infinity,1278,737,6,6.819,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
154,1792,561.574,0.071,8,455,1406,730,764,984.860,741.643,984.860,741.643,536.623,13.753,-0.430,39.017,22870,0.078,951.002,0.120,930.500,747.000,951.000,34.000,0.000,Infinity,Infinity,1156,736,5,6.269,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
155,1631,472.338,0.092,6,664,1352,734,768,919.022,746.242,919.022,746.242,384.234,12.086,-0.619,31.791,16543,0.099,688.105,179.001,1008.011,751.073,688.031,33.130,179.842,Infinity,Infinity,672,750,7,6.631,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
156,1790,523.977,0.082,9,370,1374,737,767,822.347,749.181,822.347,749.181,769.484,12.014,-0.065,64.049,25811,0.069,1004.004,0.171,872.011,751.997,1004.000,29.090,179.926,Infinity,Infinity,1248,749,9,7.089,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
157,1615,490.323,0.084,8,361,1269,740,765,848.355,751.561,848.355,751.561,689.951,10.548,-0.195,65.409,21268,0.076,908.045,179.432,815.008,752.521,908.010,24.025,179.935,Infinity,Infinity,367,749,6,6.693,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
158,2039,595.569,0.072,7,391,1351,743,785,883.849,756.782,883.849,756.782,515.993,17.237,-0.196,29.936,30411,0.067,960.075,0.716,871.000,764.000,960.000,42.000,0.000,Infinity,Infinity,805,754,8,6.688,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
159,1860,488.427,0.098,6,409,1232,745,772,694.109,757.732,694.109,757.732,554.575,11.316,-0.014,49.008,19677,0.095,823.030,179.513,820.511,758.832,823.008,26.627,179.927,Infinity,Infinity,425,756,8,7.721,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
160,1782,507.658,0.087,9,462,949,750,780,755.255,763.033,755.255,763.033,297.637,12.569,0.543,23.680,12041,0.148,487.050,179.177,705.500,765.000,487.000,30.000,0.000,Infinity,Infinity,921,766,8,7.214,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
161,1648,436.693,0.109,5,516,1262,754,790,853.171,766.937,853.171,766.937,469.648,14.869,0.041,31.586,19336,0.085,746.033,0.538,888.946,772.430,746.023,35.925,0.239,Infinity,Infinity,775,763,7,7.382,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
162,1532,496.527,0.078,8,382,1240,758,788,694.983,768.852,694.983,768.852,575.555,11.938,0.214,48.211,23160,0.066,858.009,179.733,811.047,770.702,858.008,29.791,179.648,Infinity,Infinity,411,766,6,6.091,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
163,1891,515.393,0.089,5,369,1247,761,790,786.190,772.170,786.190,772.170,638.301,11.244,0.170,56.769,22430,0.084,878.096,0.848,808.000,775.500,878.000,29.000,0.000,Infinity,Infinity,816,772,9,7.333,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
164,1537,459.216,0.092,6,472,1229,764,801,709.470,775.545,709.470,775.545,421.293,14.241,-0.102,29.584,20482,0.075,757.053,0.681,850.500,782.500,757.000,37.000,0.000,Infinity,Infinity,630,771,6,6.341,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
165,1785,469.751,0.102,7,401,943,767,801,716.209,780.842,716.209,780.842,385.446,14.668,0.397,26.279,16444,0.109,542.112,1.163,671.956,782.595,542.066,33.948,0.418,Infinity,Infinity,864,783,9,8.105,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
166,1632,477.066,0.090,6,522,934,771,809,739.560,784.618,739.560,784.618,242.765,16.769,1.181,14.477,11942,0.137,412.311,2.224,728.000,790.000,412.000,38.000,0.000,Infinity,Infinity,743,798,7,6.524,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
167,1924,576.720,0.073,8,454,1235,773,808,714.106,786.631,714.106,786.631,483.937,14.794,-0.089,32.712,22501,0.086,781.092,0.880,844.500,790.500,781.000,35.000,0.000,Infinity,Infinity,1225,783,6,6.637,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
168,1651,503.652,0.082,7,396,962,777,810,656.813,789.673,656.813,789.673,447.705,13.743,0.334,32.577,17524,0.094,566.509,2.428,678.999,793.089,565.971,31.865,179.791,Infinity,Infinity,404,795,6,6.506,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
169,1520,434.566,0.101,7,670,953,781,814,805.590,794.398,805.590,794.398,161.504,13.962,-0.357,11.567,7866,0.193,283.706,4.042,811.500,797.500,283.000,33.000,0.000,Infinity,Infinity,844,792,8,7.096,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
170,1606,503.096,0.080,8,411,983,784,814,670.037,797.292,670.037,797.292,374.869,12.814,0.258,29.254,15757,0.102,572.031,179.399,696.968,799.731,572.019,29.435,179.778,Infinity,Infinity,681,791,5,6.652,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
171,2280,544.065,0.097,4,416,1513,789,825,763.697,802.964,763.697,802.964,790.499,14.510,-0.488,54.481,30487,0.075,1097.263,178.747,964.500,807.000,1097.000,36.000,0.000,Infinity,Infinity,429,799,8,7.738,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
172,1602,461.612,0.094,8,565,1535,793,822,834.290,803.341,834.290,803.341,621.714,10.327,-0.068,60.200,22066,0.073,970.033,0.473,1050.000,807.500,970.000,29.000,0.000,Infinity,Infinity,573,799,6,7.515,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
173,1954,567.048,0.076,8,437,1483,798,840,844.418,813.226,844.418,813.226,566.033,17.368,-0.332,32.590,34014,0.057,1046.017,179.671,960.000,819.000,1046.000,42.000,0.000,Infinity,Infinity,876,808,9,6.626,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
174,1471,460.652,0.087,8,579,1554,801,831,923.190,813.614,923.190,813.614,566.865,12.144,-0.352,46.679,22584,0.065,975.013,179.706,1066.506,816.157,975.005,29.166,179.930,Infinity,Infinity,1540,807,6,6.770,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
175,1801,524.358,0.082,9,446,1005,803,838,721.218,817.715,721.218,817.715,392.715,13.894,-0.713,28.265,16816,0.107,559.473,2.356,725.513,820.552,558.967,34.029,179.870,Infinity,Infinity,521,821,8,6.763,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
176,1524,453.758,0.093,7,486,1487,806,845,817.490,819.766,817.490,819.766,606.922,16.061,-0.410,37.788,29818,0.051,1001.012,179.714,986.500,825.500,1001.000,39.000,0.000,Infinity,Infinity,496,816,8,6.950,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
177,1724,544.620,0.073,8,456,1527,807,843,838.666,819.401,838.666,819.401,700.757,13.246,-0.553,52.904,28047,0.061,1071.023,0.374,991.539,823.914,1070.984,34.087,179.772,Infinity,Infinity,655,818,6,6.185,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
178,1793,530.618,0.080,8,689,1579,812,850,1185.052,823.449,1185.052,823.449,683.858,12.076,-0.682,56.629,23372,0.077,890.505,178.069,1133.633,819.725,890.477,37.910,178.529,Infinity,Infinity,1563,818,6,6.865,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
179,1720,484.500,0.092,7,481,1545,815,850,881.323,829.082,881.323,829.082,550.337,13.956,-0.340,39.435,29244,0.059,1064.030,0.431,1013.011,832.729,1063.999,34.470,179.945,Infinity,Infinity,825,825,8,7.430,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
180,1447,456.843,0.087,8,432,1547,820,845,922.192,830.302,922.192,830.302,801.698,10.432,0.013,76.849,25072,0.058,1115.036,0.462,989.500,832.500,1115.000,25.000,0.000,Infinity,Infinity,767,826,6,6.597,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
181,1751,489.498,0.092,7,554,1516,821,848,916.799,831.724,916.799,831.724,765.829,10.550,-0.297,72.593,22001,0.080,962.033,179.524,1035.006,834.625,962.008,26.254,179.938,Infinity,Infinity,1463,829,7,7.486,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
182,1710,458.335,0.102,7,634,1597,823,860,1013.671,837.392,1013.671,837.392,680.870,14.672,-0.182,46.407,28696,0.060,963.008,179.762,1115.514,841.724,963.005,36.098,179.917,Infinity,Infinity,1584,832,9,7.907,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
183,1569,530.736,0.070,9,503,1535,826,860,1031.114,838.854,1031.114,838.854,676.709,12.240,-0.348,55.286,27520,0.057,1032.024,0.389,1019.038,842.796,1031.976,32.226,179.741,Infinity,Infinity,795,834,5,6.077,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
184,1650,491.624,0.086,7,449,1520,829,868,761.785,842.510,761.785,842.510,636.656,14.459,-0.677,44.032,27014,0.061,1071.017,0.321,984.500,848.500,1071.000,39.000,0.000,Infinity,Infinity,857,839,8,6.654,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
185,1769,499.843,0.089,7,462,1572,831,858,1000.017,842.352,1000.017,842.352,832.534,11.038,-0.197,75.426,26641,0.066,1110.011,179.742,1017.055,842.279,1110.008,26.936,179.598,Infinity,Infinity,704,845,8,7.222,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
186,1303,426.561,0.090,7,444,1461,835,871,842.129,848.729,842.129,848.729,735.890,14.087,-0.173,52.239,30639,0.043,1017.096,0.789,952.500,853.000,1017.000,36.000,0.000,Infinity,Infinity,1451,840,5,6.081,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
187,1959,599.075,0.069,8,498,1572,838,867,1020.936,849.405,1020.936,849.405,868.448,12.290,-0.345,70.665,29246,0.067,1074.012,179.733,1035.009,852.564,1074.004,28.200,179.943,Infinity,Infinity,1532,844,6,6.368,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
188,1796,520.796,0.083,7,477,970,840,885,699.351,855.942,699.351,855.942,297.536,19.231,-0.575,15.472,18562,0.097,493.037,0.697,723.624,861.395,492.975,44.848,179.523,Infinity,Infinity,745,849,8,6.687,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
189,1970,541.098,0.085,7,708,1601,841,873,1100.209,854.494,1100.209,854.494,692.108,13.285,0.008,52.095,26360,0.075,893.014,179.679,1154.550,855.021,893.009,31.991,0.259,Infinity,Infinity,1593,858,7,7.398,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
190,1538,497.122,0.078,8,495,1576,845,877,989.869,858.057,989.869,858.057,882.803,13.701,-0.060,64.433,30887,0.050,1081.030,179.576,1035.533,859.539,1081.023,31.268,179.777,Infinity,Infinity,1422,853,5,6.333,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
191,1836,535.084,0.081,8,443,1584,847,882,900.624,861.698,900.624,861.698,777.210,13.745,-0.058,56.545,34206,0.054,1141.319,178.644,1013.495,862.615,1141.142,32.017,179.656,Infinity,Infinity,842,862,9,7.225,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
192,1495,470.632,0.085,8,716,1554,850,883,1055.543,862.517,1055.543,862.517,639.717,13.504,-0.306,47.374,22560,0.066,838.134,178.975,1135.000,866.500,838.000,33.000,0.000,Infinity,Infinity,968,869,6,6.730,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
193,1719,470.172,0.098,6,514,1532,852,883,985.934,862.107,985.934,862.107,642.500,11.218,-0.417,57.276,23182,0.074,1018.040,179.493,1023.014,866.782,1018.020,30.245,179.849,Infinity,Infinity,896,860,8,7.500,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
194,1824,556.861,0.074,9,454,1587,854,885,1062.235,866.619,1062.235,866.619,931.643,12.711,-0.217,73.294,30646,0.060,1133.086,179.292,1020.506,869.595,1133.012,30.187,179.949,Infinity,Infinity,1374,861,6,6.669,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
195,1362,408.711,0.102,7,544,1511,857,882,991.499,868.728,991.499,868.728,687.852,10.722,0.169,64.156,22466,0.061,967.074,0.711,1027.500,869.500,967.000,25.000,0.000,Infinity,Infinity,736,865,6,6.863,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
196,1863,557.893,0.075,8,461,1595,861,897,1052.187,874.175,1052.187,874.175,813.660,16.359,0.254,49.738,36886,0.051,1134.127,0.859,1027.994,878.715,1134.023,35.010,0.081,Infinity,Infinity,1588,879,6,6.777,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
197,1571,483.103,0.085,7,501,1435,863,899,859.881,875.391,859.881,875.391,647.349,12.829,-0.337,50.461,26174,0.060,934.120,0.920,968.016,880.198,933.983,35.254,179.824,Infinity,Infinity,1417,869,5,6.436,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
198,1712,508.594,0.083,8,508,1555,866,905,809.415,877.921,809.415,877.921,674.525,14.313,-0.509,47.126,27772,0.062,1047.138,179.070,1031.500,885.500,1047.000,39.000,0.000,Infinity,Infinity,532,875,8,6.778,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
199,1525,506.872,0.075,7,452,1575,868,914,1135.093,880.536,1135.093,880.536,777.904,18.624,0.236,41.770,36444,0.042,1123.087,179.286,1013.500,891.000,1123.000,46.000,0.000,Infinity,Infinity,956,879,5,5.739,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
200,1786,544.929,0.076,7,478,1457,870,897,774.180,880.887,774.180,880.887,475.080,11.493,-0.106,41.335,22768,0.078,979.115,0.878,967.500,883.500,979.000,27.000,0.000,Infinity,Infinity,499,882,6,6.113,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
201,1949,534.068,0.086,6,460,1561,871,906,1054.612,885.307,1054.612,885.307,882.640,15.283,-0.326,57.754,34404,0.057,1101.016,0.312,1010.500,888.507,1101.005,34.083,179.944,Infinity,Infinity,1493,883,9,7.265,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
202,1775,552.704,0.073,8,469,1442,874,907,888.045,886.235,888.045,886.235,747.202,13.336,-0.143,56.028,29290,0.061,973.074,0.707,955.549,888.785,972.994,32.976,179.728,Infinity,Infinity,728,880,5,6.399,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
203,1435,469.696,0.082,8,562,1518,876,906,1212.229,888.115,1212.229,888.115,648.500,11.630,-0.045,55.761,27149,0.053,956.103,0.839,1040.005,890.920,955.993,29.006,179.930,Infinity,Infinity,1345,886,5,6.315,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
204,2064,585.803,0.076,9,438,1582,878,912,955.890,891.143,955.890,891.143,835.810,13.031,0.310,64.139,33389,0.062,1144.035,179.549,1010.011,895.493,1144.007,33.984,179.950,Infinity,Infinity,444,885,6,7.270,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
205,1629,475.614,0.090,6,468,1473,880,915,846.591,894.601,846.591,894.601,693.147,14.341,-0.357,48.333,30651,0.053,1005.112,0.855,970.511,897.132,1004.992,34.299,179.884,Infinity,Infinity,604,889,7,6.190,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
206,1811,566.017,0.071,9,533,1548,882,918,913.754,895.083,913.754,895.083,599.801,13.012,-0.190,46.096,29818,0.061,1015.197,1.129,1040.509,900.105,1015.003,35.404,179.933,Infinity,Infinity,1004,892,6,6.527,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
207,1662,522.311,0.077,8,478,1536,888,924,980.450,901.466,980.450,901.466,811.165,15.549,-0.087,52.169,34533,0.048,1058.137,0.921,1007.025,904.094,1057.920,35.985,179.723,Infinity,Infinity,644,894,5,6.458,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
208,2245,647.303,0.067,8,496,1559,890,933,1055.693,904.815,1055.693,904.815,761.918,15.906,0.275,47.902,37504,0.060,1063.228,1.186,1027.500,911.500,1063.000,43.000,0.000,Infinity,Infinity,692,898,7,6.914,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
209,1725,530.046,0.077,8,438,1464,893,924,950.556,905.196,950.556,905.196,742.511,12.049,0.020,61.627,29085,0.059,1026.024,179.609,951.010,908.577,1026.007,30.007,179.935,Infinity,Infinity,446,902,6,6.560,Infinity,./nx1.8016_XY2.ome0012_cp_masks_filtered.tif
